YEAR,JURISDICTION,AGE_GROUP,METRIC,DETECTION_METHOD,FINES
2023,TAS,26-39,non_wearing_seatbelts,Police issued,14
2023,TAS,40-64,non_wearing_seatbelts,Police issued,16
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,1
2023,VIC,17-25,non_wearing_seatbelts,Police issued,37
2023,VIC,26-39,non_wearing_seatbelts,Police issued,65
2023,VIC,40-64,non_wearing_seatbelts,Police issued,63
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,17
2023,VIC,0-16,non_wearing_seatbelts,Police issued,2
2023,VIC,17-25,non_wearing_seatbelts,Police issued,72
2023,VIC,26-39,non_wearing_seatbelts,Police issued,161
2023,VIC,40-64,non_wearing_seatbelts,Police issued,134
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,17
2023,VIC,17-25,non_wearing_seatbelts,Police issued,4
2023,VIC,26-39,non_wearing_seatbelts,Police issued,10
2023,VIC,40-64,non_wearing_seatbelts,Police issued,3
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,3
2023,VIC,26-39,non_wearing_seatbelts,Police issued,1
2023,VIC,40-64,non_wearing_seatbelts,Police issued,1
2023,WA,17-25,non_wearing_seatbelts,Police issued,38
2023,WA,26-39,non_wearing_seatbelts,Police issued,47
2023,WA,40-64,non_wearing_seatbelts,Police issued,55
2023,WA,65 and over,non_wearing_seatbelts,Police issued,9
2023,ACT,17-25,non_wearing_seatbelts,Police issued,3
2023,ACT,26-39,non_wearing_seatbelts,Police issued,2
2023,ACT,40-64,non_wearing_seatbelts,Police issued,4
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,71
2023,NSW,26-39,non_wearing_seatbelts,Police issued,88
2023,NSW,40-64,non_wearing_seatbelts,Police issued,69
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,8
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,92
2023,NSW,26-39,non_wearing_seatbelts,Police issued,185
2023,NSW,40-64,non_wearing_seatbelts,Police issued,132
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,8
2023,NSW,17-25,non_wearing_seatbelts,Police issued,22
2023,NSW,26-39,non_wearing_seatbelts,Police issued,42
2023,NSW,40-64,non_wearing_seatbelts,Police issued,20
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,5
2023,NSW,17-25,non_wearing_seatbelts,Police issued,3
2023,NSW,26-39,non_wearing_seatbelts,Police issued,2
2023,NSW,40-64,non_wearing_seatbelts,Police issued,5
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,11
2023,NT,26-39,non_wearing_seatbelts,Police issued,25
2023,NT,40-64,non_wearing_seatbelts,Police issued,13
2023,NT,65 and over,non_wearing_seatbelts,Police issued,1
2023,SA,17-25,non_wearing_seatbelts,Police issued,24
2023,SA,26-39,non_wearing_seatbelts,Police issued,49
2023,SA,40-64,non_wearing_seatbelts,Police issued,67
2023,SA,65 and over,non_wearing_seatbelts,Police issued,22
2023,TAS,17-25,non_wearing_seatbelts,Police issued,9
2023,TAS,26-39,non_wearing_seatbelts,Police issued,17
2023,TAS,40-64,non_wearing_seatbelts,Police issued,13
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,5
2023,VIC,0-16,non_wearing_seatbelts,Police issued,1
2023,VIC,17-25,non_wearing_seatbelts,Police issued,27
2023,VIC,26-39,non_wearing_seatbelts,Police issued,54
2023,VIC,40-64,non_wearing_seatbelts,Police issued,60
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,21
2023,VIC,17-25,non_wearing_seatbelts,Police issued,48
2023,VIC,26-39,non_wearing_seatbelts,Police issued,140
2023,VIC,40-64,non_wearing_seatbelts,Police issued,99
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,21
2023,VIC,17-25,non_wearing_seatbelts,Police issued,9
2023,VIC,26-39,non_wearing_seatbelts,Police issued,7
2023,VIC,40-64,non_wearing_seatbelts,Police issued,9
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,2
2023,VIC,26-39,non_wearing_seatbelts,Police issued,2
2023,VIC,40-64,non_wearing_seatbelts,Police issued,1
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,1
2023,WA,17-25,non_wearing_seatbelts,Police issued,22
2023,WA,26-39,non_wearing_seatbelts,Police issued,49
2023,WA,40-64,non_wearing_seatbelts,Police issued,33
2023,WA,65 and over,non_wearing_seatbelts,Police issued,9
2023,ACT,26-39,non_wearing_seatbelts,Police issued,2
2023,ACT,40-64,non_wearing_seatbelts,Police issued,2
2023,NSW,17-25,non_wearing_seatbelts,Police issued,84
2023,NSW,26-39,non_wearing_seatbelts,Police issued,144
2023,NSW,40-64,non_wearing_seatbelts,Police issued,81
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,23
2023,NSW,0-16,non_wearing_seatbelts,Police issued,3
2023,NSW,17-25,non_wearing_seatbelts,Police issued,137
2023,NSW,26-39,non_wearing_seatbelts,Police issued,247
2023,NSW,40-64,non_wearing_seatbelts,Police issued,155
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,20
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,37
2023,NSW,26-39,non_wearing_seatbelts,Police issued,57
2023,NSW,40-64,non_wearing_seatbelts,Police issued,44
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,4
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NSW,40-64,non_wearing_seatbelts,Police issued,1
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,2
2023,NSW,26-39,non_wearing_seatbelts,Police issued,3
2023,NSW,40-64,non_wearing_seatbelts,Police issued,2
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NSW,40-64,non_wearing_seatbelts,Police issued,1
2023,NT,0-16,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,14
2023,NT,26-39,non_wearing_seatbelts,Police issued,22
2023,NT,40-64,non_wearing_seatbelts,Police issued,22
2023,NT,65 and over,non_wearing_seatbelts,Police issued,1
2023,SA,0-16,non_wearing_seatbelts,Police issued,3
2023,SA,17-25,non_wearing_seatbelts,Police issued,29
2023,SA,26-39,non_wearing_seatbelts,Police issued,67
2023,SA,40-64,non_wearing_seatbelts,Police issued,58
2023,SA,65 and over,non_wearing_seatbelts,Police issued,19
2023,TAS,17-25,non_wearing_seatbelts,Police issued,16
2023,TAS,26-39,non_wearing_seatbelts,Police issued,19
2023,TAS,40-64,non_wearing_seatbelts,Police issued,16
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,6
2023,VIC,17-25,non_wearing_seatbelts,Police issued,33
2023,VIC,26-39,non_wearing_seatbelts,Police issued,56
2023,VIC,40-64,non_wearing_seatbelts,Police issued,63
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,9
2023,VIC,17-25,non_wearing_seatbelts,Police issued,72
2023,VIC,26-39,non_wearing_seatbelts,Police issued,160
2023,VIC,40-64,non_wearing_seatbelts,Police issued,101
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,11
2023,VIC,17-25,non_wearing_seatbelts,Police issued,6
2023,VIC,26-39,non_wearing_seatbelts,Police issued,6
2023,VIC,40-64,non_wearing_seatbelts,Police issued,9
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,4
2023,VIC,26-39,non_wearing_seatbelts,Police issued,1
2023,VIC,17-25,non_wearing_seatbelts,Police issued,2
2023,VIC,26-39,non_wearing_seatbelts,Police issued,3
2023,VIC,40-64,non_wearing_seatbelts,Police issued,1
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,1
2023,WA,17-25,non_wearing_seatbelts,Police issued,33
2023,WA,26-39,non_wearing_seatbelts,Police issued,57
2023,WA,40-64,non_wearing_seatbelts,Police issued,45
2023,WA,65 and over,non_wearing_seatbelts,Police issued,14
2023,ACT,17-25,non_wearing_seatbelts,Police issued,8
2023,ACT,26-39,non_wearing_seatbelts,Police issued,2
2023,NSW,0-16,non_wearing_seatbelts,Police issued,2
2023,NSW,17-25,non_wearing_seatbelts,Police issued,43
2023,NSW,26-39,non_wearing_seatbelts,Police issued,69
2023,NSW,40-64,non_wearing_seatbelts,Police issued,53
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,21
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,85
2023,NSW,26-39,non_wearing_seatbelts,Police issued,151
2023,NSW,40-64,non_wearing_seatbelts,Police issued,115
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,12
2023,NSW,0-16,non_wearing_seatbelts,Police issued,2
2023,NSW,17-25,non_wearing_seatbelts,Police issued,12
2023,NSW,26-39,non_wearing_seatbelts,Police issued,34
2023,NSW,40-64,non_wearing_seatbelts,Police issued,23
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,10
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,2
2023,NSW,17-25,non_wearing_seatbelts,Police issued,2
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,12
2023,NT,26-39,non_wearing_seatbelts,Police issued,40
2023,NT,40-64,non_wearing_seatbelts,Police issued,28
2023,SA,0-16,non_wearing_seatbelts,Police issued,1
2023,SA,17-25,non_wearing_seatbelts,Police issued,39
2023,SA,26-39,non_wearing_seatbelts,Police issued,72
2023,SA,40-64,non_wearing_seatbelts,Police issued,74
2023,SA,65 and over,non_wearing_seatbelts,Police issued,31
2023,TAS,17-25,non_wearing_seatbelts,Police issued,11
2023,TAS,26-39,non_wearing_seatbelts,Police issued,13
2023,TAS,40-64,non_wearing_seatbelts,Police issued,14
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,11
2023,VIC,17-25,non_wearing_seatbelts,Police issued,26
2023,VIC,26-39,non_wearing_seatbelts,Police issued,66
2023,VIC,40-64,non_wearing_seatbelts,Police issued,49
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,19
2023,VIC,17-25,non_wearing_seatbelts,Police issued,53
2023,VIC,26-39,non_wearing_seatbelts,Police issued,154
2023,VIC,40-64,non_wearing_seatbelts,Police issued,118
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,24
2023,VIC,17-25,non_wearing_seatbelts,Police issued,5
2023,VIC,26-39,non_wearing_seatbelts,Police issued,11
2023,VIC,40-64,non_wearing_seatbelts,Police issued,14
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,4
2023,VIC,26-39,non_wearing_seatbelts,Police issued,1
2023,VIC,40-64,non_wearing_seatbelts,Police issued,3
2023,WA,17-25,non_wearing_seatbelts,Police issued,32
2023,WA,26-39,non_wearing_seatbelts,Police issued,53
2023,WA,40-64,non_wearing_seatbelts,Police issued,34
2023,WA,65 and over,non_wearing_seatbelts,Police issued,9
2023,ACT,17-25,non_wearing_seatbelts,Police issued,2
2023,ACT,26-39,non_wearing_seatbelts,Police issued,1
2023,ACT,40-64,non_wearing_seatbelts,Police issued,4
2023,NSW,0-16,non_wearing_seatbelts,Police issued,2
2023,NSW,17-25,non_wearing_seatbelts,Police issued,73
2023,NSW,26-39,non_wearing_seatbelts,Police issued,94
2023,NSW,40-64,non_wearing_seatbelts,Police issued,65
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,14
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,113
2023,NSW,26-39,non_wearing_seatbelts,Police issued,132
2023,NSW,40-64,non_wearing_seatbelts,Police issued,84
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,18
2023,NSW,17-25,non_wearing_seatbelts,Police issued,12
2023,NSW,26-39,non_wearing_seatbelts,Police issued,18
2023,NSW,40-64,non_wearing_seatbelts,Police issued,40
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,12
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,40-64,non_wearing_seatbelts,Police issued,2
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,14
2023,NT,26-39,non_wearing_seatbelts,Police issued,42
2023,NT,40-64,non_wearing_seatbelts,Police issued,30
2023,NT,65 and over,non_wearing_seatbelts,Police issued,3
2023,SA,17-25,non_wearing_seatbelts,Police issued,35
2023,SA,26-39,non_wearing_seatbelts,Police issued,73
2023,SA,40-64,non_wearing_seatbelts,Police issued,89
2023,SA,65 and over,non_wearing_seatbelts,Police issued,42
2023,TAS,17-25,non_wearing_seatbelts,Fixed or mobile camera,2
2023,TAS,17-25,non_wearing_seatbelts,Police issued,9
2023,TAS,26-39,non_wearing_seatbelts,Fixed or mobile camera,10
2023,TAS,26-39,non_wearing_seatbelts,Police issued,21
2023,TAS,40-64,non_wearing_seatbelts,Fixed or mobile camera,12
2023,TAS,40-64,non_wearing_seatbelts,Police issued,13
2023,TAS,65 and over,non_wearing_seatbelts,Fixed or mobile camera,8
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,5
2023,VIC,17-25,non_wearing_seatbelts,Police issued,27
2023,VIC,26-39,non_wearing_seatbelts,Police issued,53
2023,VIC,40-64,non_wearing_seatbelts,Police issued,51
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,11
2023,VIC,17-25,non_wearing_seatbelts,Police issued,76
2023,VIC,26-39,non_wearing_seatbelts,Police issued,200
2023,VIC,40-64,non_wearing_seatbelts,Police issued,132
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,30
2023,VIC,17-25,non_wearing_seatbelts,Police issued,12
2023,VIC,26-39,non_wearing_seatbelts,Police issued,22
2023,VIC,40-64,non_wearing_seatbelts,Police issued,17
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,7
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,1
2023,VIC,26-39,non_wearing_seatbelts,Police issued,6
2023,VIC,40-64,non_wearing_seatbelts,Police issued,3
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,1
2023,WA,17-25,non_wearing_seatbelts,Police issued,44
2023,WA,26-39,non_wearing_seatbelts,Police issued,63
2023,WA,40-64,non_wearing_seatbelts,Police issued,33
2023,WA,65 and over,non_wearing_seatbelts,Police issued,9
2023,ACT,0-16,non_wearing_seatbelts,Police issued,2
2023,ACT,17-25,non_wearing_seatbelts,Police issued,2
2023,ACT,26-39,non_wearing_seatbelts,Police issued,1
2023,ACT,40-64,non_wearing_seatbelts,Police issued,2
2023,NSW,0-16,non_wearing_seatbelts,Police issued,3
2023,NSW,17-25,non_wearing_seatbelts,Police issued,63
2023,NSW,26-39,non_wearing_seatbelts,Police issued,108
2023,NSW,40-64,non_wearing_seatbelts,Police issued,56
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,12
2023,NSW,0-16,non_wearing_seatbelts,Police issued,3
2023,NSW,17-25,non_wearing_seatbelts,Police issued,98
2023,NSW,26-39,non_wearing_seatbelts,Police issued,158
2023,NSW,40-64,non_wearing_seatbelts,Police issued,104
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,17
2023,NSW,17-25,non_wearing_seatbelts,Police issued,24
2023,NSW,26-39,non_wearing_seatbelts,Police issued,29
2023,NSW,40-64,non_wearing_seatbelts,Police issued,28
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,7
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,7
2023,NSW,40-64,non_wearing_seatbelts,Police issued,9
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NSW,40-64,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,9
2023,NT,26-39,non_wearing_seatbelts,Police issued,25
2023,NT,40-64,non_wearing_seatbelts,Police issued,31
2023,NT,65 and over,non_wearing_seatbelts,Police issued,2
2023,SA,0-16,non_wearing_seatbelts,Police issued,2
2023,SA,17-25,non_wearing_seatbelts,Police issued,47
2023,SA,26-39,non_wearing_seatbelts,Police issued,86
2023,SA,40-64,non_wearing_seatbelts,Police issued,79
2023,SA,65 and over,non_wearing_seatbelts,Police issued,43
2023,TAS,17-25,non_wearing_seatbelts,Fixed or mobile camera,27
2023,TAS,17-25,non_wearing_seatbelts,Police issued,16
2023,TAS,26-39,non_wearing_seatbelts,Fixed or mobile camera,65
2023,TAS,26-39,non_wearing_seatbelts,Police issued,8
2023,TAS,40-64,non_wearing_seatbelts,Fixed or mobile camera,56
2023,TAS,40-64,non_wearing_seatbelts,Police issued,23
2023,TAS,65 and over,non_wearing_seatbelts,Fixed or mobile camera,39
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,7
2023,VIC,17-25,non_wearing_seatbelts,Police issued,36
2023,VIC,26-39,non_wearing_seatbelts,Police issued,49
2023,VIC,40-64,non_wearing_seatbelts,Police issued,42
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,13
2023,VIC,17-25,non_wearing_seatbelts,Police issued,86
2023,VIC,26-39,non_wearing_seatbelts,Police issued,162
2023,VIC,40-64,non_wearing_seatbelts,Police issued,114
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,20
2023,VIC,0-16,non_wearing_seatbelts,Police issued,1
2023,VIC,17-25,non_wearing_seatbelts,Police issued,12
2023,VIC,26-39,non_wearing_seatbelts,Police issued,11
2023,VIC,40-64,non_wearing_seatbelts,Police issued,19
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,9
2023,VIC,40-64,non_wearing_seatbelts,Police issued,2
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,1
2023,VIC,40-64,non_wearing_seatbelts,Police issued,3
2023,WA,17-25,non_wearing_seatbelts,Police issued,30
2023,WA,26-39,non_wearing_seatbelts,Police issued,61
2023,WA,40-64,non_wearing_seatbelts,Police issued,35
2023,WA,65 and over,non_wearing_seatbelts,Police issued,4
2023,ACT,26-39,non_wearing_seatbelts,Police issued,3
2023,ACT,40-64,non_wearing_seatbelts,Police issued,2
2023,ACT,65 and over,non_wearing_seatbelts,Police issued,1
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,71
2023,NSW,26-39,non_wearing_seatbelts,Police issued,89
2023,NSW,40-64,non_wearing_seatbelts,Police issued,66
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,12
2023,NSW,0-16,non_wearing_seatbelts,Police issued,4
2023,NSW,17-25,non_wearing_seatbelts,Police issued,127
2023,NSW,26-39,non_wearing_seatbelts,Police issued,158
2023,NSW,40-64,non_wearing_seatbelts,Police issued,111
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,17
2023,NSW,17-25,non_wearing_seatbelts,Police issued,28
2023,NSW,26-39,non_wearing_seatbelts,Police issued,32
2023,NSW,40-64,non_wearing_seatbelts,Police issued,34
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,8
2023,NSW,26-39,non_wearing_seatbelts,Police issued,6
2023,NSW,40-64,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,2
2023,NSW,26-39,non_wearing_seatbelts,Police issued,3
2023,NSW,40-64,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,13
2023,NT,26-39,non_wearing_seatbelts,Police issued,31
2023,NT,40-64,non_wearing_seatbelts,Police issued,16
2023,NT,65 and over,non_wearing_seatbelts,Police issued,2
2023,SA,0-16,non_wearing_seatbelts,Police issued,1
2023,SA,17-25,non_wearing_seatbelts,Police issued,46
2023,SA,26-39,non_wearing_seatbelts,Police issued,90
2023,SA,40-64,non_wearing_seatbelts,Police issued,82
2023,SA,65 and over,non_wearing_seatbelts,Police issued,27
2023,TAS,17-25,non_wearing_seatbelts,Fixed or mobile camera,60
2023,TAS,17-25,non_wearing_seatbelts,Police issued,17
2023,TAS,26-39,non_wearing_seatbelts,Fixed or mobile camera,131
2023,TAS,26-39,non_wearing_seatbelts,Police issued,20
2023,TAS,40-64,non_wearing_seatbelts,Fixed or mobile camera,170
2023,TAS,40-64,non_wearing_seatbelts,Police issued,18
2023,TAS,65 and over,non_wearing_seatbelts,Fixed or mobile camera,63
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,11
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,40
2023,VIC,17-25,non_wearing_seatbelts,Police issued,25
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,146
2023,VIC,26-39,non_wearing_seatbelts,Police issued,44
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,175
2023,VIC,40-64,non_wearing_seatbelts,Police issued,45
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,104
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,6
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,184
2023,VIC,17-25,non_wearing_seatbelts,Police issued,59
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,895
2023,VIC,26-39,non_wearing_seatbelts,Police issued,155
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,1150
2023,VIC,40-64,non_wearing_seatbelts,Police issued,82
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,409
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,16
2023,VIC,17-25,non_wearing_seatbelts,Police issued,7
2023,VIC,26-39,non_wearing_seatbelts,Police issued,13
2023,VIC,40-64,non_wearing_seatbelts,Police issued,20
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,8
2023,VIC,26-39,non_wearing_seatbelts,Police issued,1
2023,VIC,40-64,non_wearing_seatbelts,Police issued,1
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,4
2023,VIC,17-25,non_wearing_seatbelts,Police issued,2
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,18
2023,VIC,26-39,non_wearing_seatbelts,Police issued,2
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,18
2023,VIC,40-64,non_wearing_seatbelts,Police issued,1
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,5
2023,WA,17-25,non_wearing_seatbelts,Police issued,25
2023,WA,26-39,non_wearing_seatbelts,Police issued,56
2023,WA,40-64,non_wearing_seatbelts,Police issued,42
2023,WA,65 and over,non_wearing_seatbelts,Police issued,8
2023,ACT,0-16,non_wearing_seatbelts,Police issued,1
2023,ACT,17-25,non_wearing_seatbelts,Police issued,5
2023,ACT,26-39,non_wearing_seatbelts,Police issued,1
2023,ACT,40-64,non_wearing_seatbelts,Police issued,1
2023,NSW,0-16,non_wearing_seatbelts,Police issued,2
2023,NSW,17-25,non_wearing_seatbelts,Police issued,64
2023,NSW,26-39,non_wearing_seatbelts,Police issued,105
2023,NSW,40-64,non_wearing_seatbelts,Police issued,69
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,18
2023,NSW,0-16,non_wearing_seatbelts,Police issued,3
2023,NSW,17-25,non_wearing_seatbelts,Police issued,92
2023,NSW,26-39,non_wearing_seatbelts,Police issued,154
2023,NSW,40-64,non_wearing_seatbelts,Police issued,61
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,18
2023,NSW,0-16,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,33
2023,NSW,26-39,non_wearing_seatbelts,Police issued,26
2023,NSW,40-64,non_wearing_seatbelts,Police issued,40
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,7
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,2
2023,NSW,40-64,non_wearing_seatbelts,Police issued,3
2023,NSW,65 and over,non_wearing_seatbelts,Police issued,3
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,17-25,non_wearing_seatbelts,Police issued,1
2023,NSW,26-39,non_wearing_seatbelts,Police issued,1
2023,NSW,40-64,non_wearing_seatbelts,Police issued,1
2023,NT,17-25,non_wearing_seatbelts,Police issued,9
2023,NT,26-39,non_wearing_seatbelts,Police issued,28
2023,NT,40-64,non_wearing_seatbelts,Police issued,19
2023,SA,17-25,non_wearing_seatbelts,Police issued,35
2023,SA,26-39,non_wearing_seatbelts,Police issued,59
2023,SA,40-64,non_wearing_seatbelts,Police issued,80
2023,SA,65 and over,non_wearing_seatbelts,Police issued,21
2023,TAS,17-25,non_wearing_seatbelts,Fixed or mobile camera,59
2023,TAS,17-25,non_wearing_seatbelts,Police issued,11
2023,TAS,26-39,non_wearing_seatbelts,Fixed or mobile camera,147
2023,TAS,26-39,non_wearing_seatbelts,Police issued,25
2023,TAS,40-64,non_wearing_seatbelts,Fixed or mobile camera,146
2023,TAS,40-64,non_wearing_seatbelts,Police issued,23
2023,TAS,65 and over,non_wearing_seatbelts,Fixed or mobile camera,67
2023,TAS,65 and over,non_wearing_seatbelts,Police issued,11
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,42
2023,VIC,17-25,non_wearing_seatbelts,Police issued,33
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,124
2023,VIC,26-39,non_wearing_seatbelts,Police issued,77
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,220
2023,VIC,40-64,non_wearing_seatbelts,Police issued,52
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,102
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,15
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,136
2023,VIC,17-25,non_wearing_seatbelts,Police issued,60
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,653
2023,VIC,26-39,non_wearing_seatbelts,Police issued,179
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,765
2023,VIC,40-64,non_wearing_seatbelts,Police issued,122
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,196
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,13
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,1
2023,VIC,17-25,non_wearing_seatbelts,Police issued,9
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,4
2023,VIC,26-39,non_wearing_seatbelts,Police issued,12
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,11
2023,VIC,40-64,non_wearing_seatbelts,Police issued,14
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,13
2023,VIC,65 and over,non_wearing_seatbelts,Police issued,5
2023,VIC,26-39,non_wearing_seatbelts,Police issued,1
2023,VIC,17-25,non_wearing_seatbelts,Mobile camera,8
2023,VIC,26-39,non_wearing_seatbelts,Mobile camera,48
2023,VIC,26-39,non_wearing_seatbelts,Police issued,1
2023,VIC,40-64,non_wearing_seatbelts,Mobile camera,42
2023,VIC,40-64,non_wearing_seatbelts,Police issued,5
2023,VIC,65 and over,non_wearing_seatbelts,Mobile camera,16
2023,WA,17-25,non_wearing_seatbelts,Police issued,42
2023,WA,26-39,non_wearing_seatbelts,Police issued,62
2023,WA,40-64,non_wearing_seatbelts,Police issued,46
2023,WA,65 and over,non_wearing_seatbelts,Police issued,6
2023,ACT,17-25,non_wearing_seatbelts,Police issued,3
2023,ACT,26-39,non_wearing_seatbelts,Police issued,1
